DSVectorSize,responseTime_ns
1000000,3100740
1000000,3103553
1000000,3203458
1000000,3042672
1000000,3342797
1000000,3062339
1000000,3058130
10000000,30971919
10000000,31424366
10000000,31399431
10000000,31534812
10000000,31345666
10000000,31089519
10000000,30937522
10000000,31044177
10000000,30912407
10000000,32360468
10000000,30834228
10000000,30844274
10000000,30947020
10000000,30746168
10000000,34271823
10000000,32341166
10000000,30862731
10000000,30871318
10000000,31207398
10000000,30969105
10000000,30841332
10000000,30984998
10000000,31009252
10000000,30724096
10000000,30806520
10000000,31087530
10000000,30839254
10000000,31133758
10000000,30756168
10000000,30930084
10000000,30744773
10000000,30981706
10000000,30684289
10000000,31245148
10000000,30779453
10000000,30792089
10000000,31115404
10000000,30990807
10000000,30957011
10000000,31263025
10000000,31297215
10000000,31896966
10000000,32402617
10000000,31474969
10000000,31609497
10000000,30839014
10000000,30883383
10000000,30902864
10000000,30886368
10000000,30933829
10000000,30873084
10000000,30869662
10000000,31207515
10000000,30801751
10000000,30955522
10000000,30782556
10000000,31008208
10000000,30905155
10000000,30945861
10000000,30894820
10000000,30882008
10000000,30875264
10000000,31051582
10000000,30995559
10000000,30904024
10000000,30967474
10000000,30900371
10000000,30863007
10000000,31007098
10000000,30909244
10000000,31045224
10000000,30997996
10000000,30876191
10000000,30955722
10000000,30884752
10000000,30981140
10000000,30893348
10000000,30857791
10000000,30902860
10000000,30884515
10000000,30996979
10000000,30886296
10000000,30906719
10000000,30997204
10000000,39673338
10000000,31093701
10000000,30903580
10000000,30945896
10000000,30957805
10000000,30896629
10000000,31010399
10000000,31004212
10000000,32153613
10000000,30814748
10000000,30795070
10000000,30901479
10000000,30912194
10000000,30967123
10000000,30887662
10000000,30791873
