DSVectorSize,responseTime_ns
1000000,165
1000000,125
1000000,132
1000000,169
1000000,130
1000000,145
1000000,76
1000000,244
1000000,127
1000000,233
1000000,131
1000000,166
1000000,174
1000000,130
1000000,85
1000000,157
1000000,132
1000000,173
1000000,94
1000000,129
1000000,80
1000000,128
1000000,548
1000000,131
1000000,137
1000000,164
1000000,176
1000000,132
1000000,134
1000000,133
1000000,152
1000000,81
1000000,126
1000000,159
1000000,151
1000000,168
1000000,138
1000000,88
1000000,140
1000000,151
1000000,397
1000000,136
1000000,145
1000000,135
1000000,138
1000000,87
1000000,109
1000000,173
1000000,184
1000000,144
1000000,128
1000000,173
1000000,127
1000000,147
1000000,170
1000000,151
1000000,156
1000000,117
1000000,150
1000000,136
1000000,127
1000000,130
1000000,79
1000000,177
1000000,134
1000000,131
10000000,184
10000000,179
10000000,148
10000000,146
10000000,158
10000000,148
10000000,156
10000000,149
10000000,171
10000000,94
10000000,146
10000000,173
10000000,233
10000000,209
10000000,176
10000000,155
10000000,145
10000000,146
10000000,182
10000000,142
10000000,162
10000000,131
10000000,152
10000000,179
10000000,187
10000000,147
10000000,133
10000000,128
10000000,165
10000000,154
10000000,133
10000000,160
10000000,148
10000000,178
10000000,212
10000000,250
10000000,173
10000000,137
10000000,178
10000000,131
10000000,158
10000000,146
10000000,187
10000000,136
10000000,144
10000000,182
10000000,178
10000000,165
10000000,180
10000000,131
10000000,135
10000000,166
10000000,132
10000000,128
10000000,182
10000000,136
10000000,142
10000000,161
10000000,136
10000000,183
10000000,179
10000000,155
10000000,136
10000000,194
10000000,187
10000000,160
10000000,148
10000000,141
10000000,183
10000000,197
10000000,196
10000000,131
10000000,143
10000000,115
10000000,187
10000000,141
10000000,174
10000000,129
10000000,188
10000000,171
10000000,140
10000000,156
10000000,160
10000000,131
10000000,72
10000000,142
10000000,147
10000000,153
10000000,64
10000000,157
10000000,191
10000000,147
10000000,183
10000000,145
10000000,152
10000000,101
10000000,140
10000000,153
10000000,139
10000000,180
